,S0-T0,S0-T1,S0-T2,S0-T3,S0-T4,S1-T0,S1-T1,S1-T2,S1-T3,S1-T4
surg,1.8509331440341427E-4,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.0077817655243048E-4,2.0164235236951896E-4,6.721239054309445E-5,1.7761894696831102E-5
surpris,8.081539079585694E-5,5.172325425788181E-5,2.4396923513583072E-4,1.947528986677756E-4,1.9966307834270249E-4,3.244614750667579E-5,4.2386503938846444E-4,5.950908447978486E-4,2.5051891020607927E-4,1.9538084166514214E-4
surprisingli,2.6069480901889334E-6,1.457655347267578E-4,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
surround,1.8509331440341427E-4,2.398078151956338E-4,3.4361864103638136E-6,8.019237003967232E-5,1.9966307834270249E-4,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
survey,5.4745909893967604E-5,0.0011332094796499559,3.4361864103638136E-6,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
surviv,8.081539079585694E-5,1.457655347267578E-4,3.4361864103638136E-6,4.2005527163637885E-5,3.171119479560569E-4,3.244614750667579E-5,1.5120331814442295E-4,3.000044754766014E-4,1.283145637640894E-4,1.7761894696831102E-5
survivor,8.081539079585694E-5,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,2.5051891020607927E-4,1.7761894696831102E-5
susan,2.867642899207827E-5,4.7021140234438E-6,3.12692963343107E-4,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,3.7272325664806916E-4,7.282376825700751E-4
suspect,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.5626157116050834E-4,3.244614750667579E-5,5.205360132840791E-5,2.5082341392306017E-4,4.94927603090059E-4,1.7761894696831102E-5
suspens,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,8.019237003967232E-5,1.9966307834270249E-4,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
suspicion,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,1.5120331814442295E-4,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
sustain,0.001097525145969541,1.457655347267578E-4,3.779805051400195E-5,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,1.8941673698508435E-4,1.7761894696831102E-5
swear,2.6069480901889334E-6,4.7021140234438E-6,7.215991461764009E-5,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,1.283145637640894E-4,5.506187356017642E-4
swing,2.867642899207827E-5,7.570403577744519E-4,1.4088364282491633E-4,8.057423846843266E-4,8.221420872934809E-5,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
switch,2.6069480901889334E-6,9.874439449231981E-5,3.779805051400195E-5,3.856871130479478E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.0328022926243655E-4,6.721239054309445E-5,1.7761894696831102E-5
symbol,1.329543525996356E-4,2.398078151956338E-4,3.779805051400195E-5,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,2.5051891020607927E-4,1.7761894696831102E-5
sympathi,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,2.779623247516054E-4,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
syria,1.5902383350152493E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,5.56029776311054E-4,1.7761894696831102E-5
syrian,5.4745909893967604E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.9966307834270249E-4,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.17131949532049E-4,1.9538084166514214E-4
system,0.001332150474086545,2.868289554300718E-4,3.4705482744674514E-4,5.766213274281199E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,0.0013819878296545082,2.5051891020607927E-4,1.7761894696831102E-5
taab,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,0.0013503580281839884,1.7761894696831102E-5
tabl,1.329543525996356E-4,3.808712358989478E-4,3.12692963343107E-4,5.384344845520855E-4,4.3456081756941133E-4,3.244614750667579E-5,4.2386503938846444E-4,4.47547660137225E-4,6.110217322099495E-6,1.7761894696831102E-5
tackl,1.329543525996356E-4,9.874439449231981E-5,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
tactic,2.6330175710908226E-4,5.172325425788181E-5,3.4361864103638136E-6,1.5656605579174117E-4,5.128600639783143E-4,3.244614750667579E-5,2.2556560575643424E-4,5.409916770889534E-5,6.17131949532049E-4,1.7761894696831102E-5
tail,2.6069480901889334E-6,5.172325425788181E-5,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,6.110217322099495E-6,3.7299978863345314E-4
taitz,2.6069480901889334E-6,5.689557968366998E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
take,0.0024270686719658967,8.51082638243328E-4,0.002511852265975947,0.0023714029426017383,0.0016873487601118584,3.244614750667579E-5,0.0022829222296887465,0.0022180658760647086,0.0013503580281839884,7.282376825700751E-4
taken,6.022050088336436E-4,1.927866749611958E-4,2.096073710321926E-4,3.4750027017191337E-4,5.911593103872172E-4,3.244614750667579E-5,5.72589614612487E-4,6.442719063513899E-4,8.004384691950338E-4,1.7761894696831102E-5
takeov,2.867642899207827E-5,5.172325425788181E-5,3.4361864103638136E-6,3.4750027017191337E-4,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
talbott,2.6069480901889334E-6,4.7021140234438E-6,2.4396923513583072E-4,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,0.0017939513643799412
talent,2.3723227620719292E-4,4.7021140234438E-6,3.779805051400195E-5,4.2005527163637885E-5,1.9966307834270249E-4,3.244614750667579E-5,2.50353034960438E-4,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
taliban,0.0020099569775356677,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,0.0012418502031205888,1.0328022926243655E-4,4.338254298690641E-4,1.7761894696831102E-5
talk,8.368303369506477E-4,8.51082638243328E-4,0.004985906481437893,0.0014549187135769121,0.0033707825579032714,3.244614750667579E-5,0.0022829222296887465,8.90177214119096E-4,8.615406424160287E-4,1.7761894696831102E-5
tank,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,2.3881270154715395E-4,3.244614750667579E-5,1.264158889404192E-4,4.967287216907662E-4,1.8941673698508435E-4,1.7761894696831102E-5
tap,1.5902383350152493E-4,5.172325425788181E-5,2.096073710321926E-4,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
tape,2.6069480901889334E-6,4.7021140234438E-6,7.215991461764009E-5,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,5.409916770889534E-5,1.8941673698508435E-4,1.9538084166514214E-4
tapper,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,6.17131949532049E-4,1.7761894696831102E-5
target,8.107608560487584E-4,4.278923761333858E-4,3.779805051400195E-5,2.3293974154381004E-4,1.2136383193379956E-4,3.244614750667579E-5,3.7429018098045685E-4,5.459097832443074E-4,7.393362959740388E-4,1.7761894696831102E-5
task,6.804134515393116E-4,9.874439449231981E-5,1.0652177872127821E-4,8.019237003967232E-5,1.2136383193379956E-4,3.244614750667579E-5,2.2556560575643424E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
taught,8.081539079585694E-5,2.868289554300718E-4,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
tauscher,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,7.282376825700751E-4
tauzin,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,6.911818560562233E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
tax,2.867642899207827E-5,8.981037784777659E-4,1.4088364282491633E-4,0.001722226613709153,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,0.0011852635834403433,6.110217322099495E-6,1.7761894696831102E-5
taxpay,8.081539079585694E-5,5.172325425788181E-5,3.4361864103638136E-6,2.3293974154381004E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,6.721239054309445E-5,1.7761894696831102E-5
tbd,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.856871130479478E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,0.001971570311348252
tea,2.867642899207827E-5,0.005459154381218252,3.779805051400195E-5,3.0931342729587893E-4,1.2136383193379956E-4,3.244614750667579E-5,2.4787429204003767E-6,6.93452967904931E-4,6.110217322099495E-6,1.7761894696831102E-5
teach,1.329543525996356E-4,1.927866749611958E-4,7.215991461764009E-5,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,2.4787429204003767E-6,3.983665985836838E-4,6.110217322099495E-6,1.9538084166514214E-4
teacher,5.4745909893967604E-5,5.172325425788181E-5,1.0652177872127821E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,3.983665985836838E-4,1.283145637640894E-4,1.7761894696831102E-5
team,7.06482932441201E-4,3.338500956645098E-4,0.0018933387121104611,5.00247641676051E-4,5.520096871827657E-4,3.244614750667579E-5,0.0016632364995886526,1.0328022926243655E-4,6.17131949532049E-4,7.282376825700751E-4
tear,2.867642899207827E-5,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,1.0162845973641542E-4,1.5246129081597775E-4,3.116210834270742E-4,1.7761894696831102E-5
technic,2.111627953053036E-4,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
technolog,4.979270852260863E-4,4.7021140234438E-6,1.4088364282491633E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.50353034960438E-4,3.491855370301426E-4,1.8941673698508435E-4,1.7761894696831102E-5
ted,2.6069480901889334E-6,5.172325425788181E-5,7.215991461764009E-5,4.2387395592398224E-4,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
teen,2.867642899207827E-5,5.172325425788181E-5,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,6.93452967904931E-4,1.283145637640894E-4,1.7761894696831102E-5
teenag,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,5.205360132840791E-5,2.5082341392306017E-4,6.721239054309445E-5,1.7761894696831102E-5
tehran,2.6069480901889334E-6,9.874439449231981E-5,3.4361864103638136E-6,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,6.17131949532049E-4,1.7761894696831102E-5
tel,2.867642899207827E-5,4.7021140234438E-6,7.215991461764009E-5,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,0.0033925218870947405
telephon,5.4745909893967604E-5,2.398078151956338E-4,3.779805051400195E-5,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,2.50353034960438E-4,2.5082341392306017E-4,6.721239054309445E-5,1.7761894696831102E-5
televis,2.867642899207827E-5,7.570403577744519E-4,3.4361864103638136E-6,1.947528986677756E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
tell,4.197186425204183E-4,5.172325425788181E-5,0.0012404632941413365,9.584897561884644E-4,4.3456081756941133E-4,3.244614750667579E-5,0.001613661641180645,8.90177214119096E-4,9.226428156370237E-4,1.7761894696831102E-5
temporari,1.8509331440341427E-4,4.7021140234438E-6,3.4361864103638136E-6,8.019237003967232E-5,4.306458552489662E-5,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,2.5051891020607927E-4,1.7761894696831102E-5
ten,1.5902383350152493E-4,3.808712358989478E-4,1.7524550692855445E-4,3.0931342729587893E-4,2.779623247516054E-4,3.244614750667579E-5,1.7599074734842672E-4,3.000044754766014E-4,4.338254298690641E-4,1.7761894696831102E-5
tend,8.081539079585694E-5,9.874439449231981E-5,3.4361864103638136E-6,1.947528986677756E-4,3.171119479560569E-4,3.244614750667579E-5,5.205360132840791E-5,2.0164235236951896E-4,6.110217322099495E-6,1.7761894696831102E-5
tension,2.3723227620719292E-4,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,2.50353034960438E-4,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
tent,2.867642899207827E-5,4.7021140234438E-6,2.096073710321926E-4,4.2005527163637885E-5,1.6051345513825102E-4,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,1.283145637640894E-4,3.7299978863345314E-4
tenur,1.0688487169774627E-4,1.457655347267578E-4,7.215991461764009E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
teresa,2.6069480901889334E-6,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.78234122753044E-4,1.7761894696831102E-5
term,0.001019316703263873,2.868289554300718E-4,6.906734684831265E-4,8.821160704363955E-4,0.0012175532816584408,0.0010058305727069497,9.691884818765473E-4,3.000044754766014E-4,5.56029776311054E-4,1.9538084166514214E-4
terribl,2.6069480901889335E-7,4.7021140234438007E-7,3.4361864103638133E-7,3.8186842876034435E-7,3.914962320445147E-7,3.2446147506675794E-6,7.461016190405133E-5,1.9721605682970024E-4,3.061218878371847E-4,1.7761894696831101E-6
terrif,2.6069480901889334E-6,5.172325425788181E-5,6.219497402758503E-4,4.2005527163637885E-5,3.9149623204451475E-6,3.244614750667579E-5,2.7266172124404146E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
territori,3.4151019981475025E-4,4.7021140234438E-6,3.4361864103638136E-6,4.2005527163637885E-5,9.04356296022829E-4,3.244614750667579E-5,1.5120331814442295E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
terror,7.325524133430904E-4,5.689557968366998E-4,1.0652177872127821E-4,1.1837921291570675E-4,0.0013350021512717953,3.244614750667579E-5,5.72589614612487E-4,4.9181061553541216E-6,6.78234122753044E-4,1.7761894696831102E-5
terrorist,8.62899817852537E-4,1.927866749611958E-4,3.4361864103638136E-6,1.1837921291570675E-4,4.3456081756941133E-4,3.244614750667579E-5,3.9907761018446064E-4,2.0164235236951896E-4,0.0010448471620790136,1.7761894696831102E-5
test,1.0688487169774627E-4,3.338500956645098E-4,7.215991461764009E-5,6.911818560562233E-4,5.128600639783143E-4,3.244614750667579E-5,1.264158889404192E-4,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
testimoni,2.6069480901889334E-6,5.172325425788181E-5,1.7524550692855445E-4,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,1.0162845973641542E-4,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
texa,2.6069480901889334E-6,4.278923761333858E-4,3.4361864103638136E-6,8.019237003967232E-5,3.9149623204451475E-6,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,2.5051891020607927E-4,1.7761894696831102E-5
text,8.081539079585694E-5,1.457655347267578E-4,6.906734684831265E-4,1.947528986677756E-4,1.9966307834270249E-4,3.244614750667579E-5,2.0077817655243048E-4,2.0164235236951896E-4,1.8941673698508435E-4,1.7761894696831102E-5
th,2.6069480901889334E-6,2.868289554300718E-4,3.779805051400195E-5,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.721239054309445E-5,1.9538084166514214E-4
thank,9.126925263751455E-4,4.706816137467244E-4,0.0075255918573377874,3.4406345431307027E-4,2.744388586632048E-4,3.2446147506675794E-6,2.4787429204003767E-7,4.918106155354121E-7,6.110217322099495E-7,1.7761894696831101E-6
theme,1.8509331440341427E-4,9.874439449231981E-5,2.096073710321926E-4,8.019237003967232E-5,8.221420872934809E-5,3.244614750667579E-5,2.751404641644418E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
theori,1.329543525996356E-4,3.338500956645098E-4,3.4361864103638136E-6,4.2005527163637885E-5,3.5626157116050834E-4,3.244614750667579E-5,1.264158889404192E-4,3.000044754766014E-4,3.116210834270742E-4,1.7761894696831102E-5
therebi,2.6069480901889334E-6,4.7021140234438E-6,3.779805051400195E-5,3.818684287603444E-6,1.6051345513825102E-4,3.244614750667579E-5,7.684103053241167E-5,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
therefor,2.3723227620719292E-4,2.868289554300718E-4,1.4088364282491633E-4,1.947528986677756E-4,3.5626157116050834E-4,3.244614750667579E-5,5.205360132840791E-5,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
thing,8.107608560487584E-4,3.808712358989478E-4,0.0026492997223904998,0.0016076660850810498,0.0016873487601118584,3.244614750667579E-5,0.0015392993535686338,8.409961525655548E-4,6.721239054309445E-5,1.7761894696831102E-5
think,0.001332150474086545,0.001227251760118832,0.006085486132754313,0.0017604134565851876,0.002587790093814242,3.244614750667579E-5,0.002877820530584837,0.0025623333069394972,6.17131949532049E-4,1.7761894696831102E-5
thinker,1.0688487169774627E-4,5.172325425788181E-5,3.779805051400195E-5,3.818684287603444E-6,8.221420872934809E-5,3.244614750667579E-5,1.264158889404192E-4,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
third,3.9364916161852893E-4,4.278923761333858E-4,2.7833109923946884E-4,1.947528986677756E-4,1.9966307834270249E-4,3.244614750667579E-5,2.0077817655243048E-4,1.5246129081597775E-4,1.283145637640894E-4,1.7761894696831102E-5
thirti,2.6069480901889334E-6,5.172325425788181E-5,3.779805051400195E-5,1.5656605579174117E-4,2.3881270154715395E-4,3.244614750667579E-5,2.4787429204003767E-6,5.409916770889534E-5,6.110217322099495E-6,1.7761894696831102E-5
thoma,2.867642899207827E-5,4.7021140234438E-6,3.779805051400195E-5,1.5656605579174117E-4,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,3.000044754766014E-4,6.110217322099495E-6,1.7761894696831102E-5
though,2.3723227620719292E-4,6.629980773055758E-4,5.875878761722121E-4,6.148081703041545E-4,7.477578032050232E-4,3.244614750667579E-5,8.204639066525247E-4,8.409961525655548E-4,0.0010448471620790136,1.7761894696831102E-5
thought,3.1544071891286094E-4,9.45124918712204E-4,0.0022369573531468424,7.675555418082922E-4,7.869074264094746E-4,3.244614750667579E-5,9.444010526725435E-4,2.0164235236951896E-4,9.837449888580188E-4,1.7761894696831102E-5
thousand,3.4151019981475025E-4,4.749135163678238E-4,3.4361864103638136E-6,1.947528986677756E-4,2.779623247516054E-4,3.244614750667579E-5,2.50353034960438E-4,4.47547660137225E-4,3.116210834270742E-4,1.7761894696831102E-5
threat,0.0011235946268714303,8.51082638243328E-4,3.779805051400195E-5,8.019237003967232E-5,7.869074264094746E-4,3.244614750667579E-5,4.982273270004757E-4,5.459097832443074E-4,2.5051891020607927E-4,1.7761894696831102E-5
threaten,3.675796807166396E-4,1.927866749611958E-4,7.215991461764009E-5,3.4750027017191337E-4,2.779623247516054E-4,3.244614750667579E-5,2.0077817655243048E-4,3.491855370301426E-4,3.116210834270742E-4,1.7761894696831102E-5
three,5.239965661279757E-4,0.001180230619884394,2.096073710321926E-4,8.821160704363955E-4,5.911593103872172E-4,3.244614750667579E-5,8.700387650605322E-4,0.001578712075868673,0.001961379760393938,1.7761894696831102E-5
thrive,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,4.2005527163637885E-5,4.306458552489662E-5,3.244614750667579E-5,2.4787429204003767E-6,2.5082341392306017E-4,6.110217322099495E-6,1.7761894696831102E-5
throughout,4.7185760432419697E-4,1.927866749611958E-4,7.215991461764009E-5,8.019237003967232E-5,2.779623247516054E-4,3.244614750667579E-5,3.247153225724493E-4,1.5246129081597775E-4,5.56029776311054E-4,1.9538084166514214E-4
throw,2.867642899207827E-5,5.172325425788181E-5,3.4361864103638136E-6,1.947528986677756E-4,3.9149623204451475E-6,3.244614750667579E-5,5.205360132840791E-5,5.459097832443074E-4,1.283145637640894E-4,1.7761894696831102E-5
thru,2.6069480901889334E-6,4.7021140234438E-6,7.937590607940409E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,1.5246129081597775E-4,6.721239054309445E-5,1.7761894696831102E-5
thu,3.1544071891286094E-4,2.868289554300718E-4,2.096073710321926E-4,1.1837921291570675E-4,1.2136383193379956E-4,3.244614750667579E-5,1.264158889404192E-4,1.5246129081597775E-4,6.110217322099495E-6,1.7761894696831102E-5
thursday,2.111627953053036E-4,9.874439449231981E-5,9.312065172085934E-4,7.293686989322578E-4,3.9149623204451475E-6,3.244614750667579E-5,2.9992789336844554E-4,1.0328022926243655E-4,8.615406424160287E-4,1.7761894696831102E-5
thx,2.6069480901889334E-6,4.7021140234438E-6,0.0015497200710740799,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
ticket,2.6069480901889334E-6,4.278923761333858E-4,7.215991461764009E-5,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
tie,4.197186425204183E-4,3.338500956645098E-4,3.4361864103638136E-6,3.0931342729587893E-4,1.2136383193379956E-4,3.244614750667579E-5,1.264158889404192E-4,2.5082341392306017E-4,3.116210834270742E-4,1.7761894696831102E-5
tight,2.6069480901889334E-6,9.874439449231981E-5,3.779805051400195E-5,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,7.684103053241167E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
tiller,2.6069480901889334E-6,4.749135163678238E-4,3.4361864103638136E-6,1.1837921291570675E-4,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
time,0.0024531381528677862,0.004941921838639434,0.006738361550723437,0.003860689814767081,0.0038405780363566892,0.003601522373241013,0.005505288026209236,0.004234489399759898,0.001961379760393938,0.01031966081885887
tip,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,4.306458552489662E-5,3.244614750667579E-5,7.684103053241167E-5,4.9181061553541216E-6,1.8941673698508435E-4,1.7761894696831102E-5
titl,2.867642899207827E-5,3.808712358989478E-4,3.779805051400195E-5,1.5656605579174117E-4,3.9149623204451475E-6,3.244614750667579E-5,1.7599074734842672E-4,4.9181061553541216E-6,1.283145637640894E-4,1.7761894696831102E-5
tnc,7.325524133430904E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,2.5051891020607927E-4,1.7761894696831102E-5
today,0.0017753316494186636,0.001556399741759898,0.00577622935582157,9.96676599064499E-4,0.0016090495137029556,3.244614750667579E-5,0.0012418502031205888,0.0017262552605292966,0.0014725623746259784,1.7761894696831102E-5
todd,2.867642899207827E-5,5.172325425788181E-5,3.12692963343107E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
togeth,0.0015146368403997704,2.868289554300718E-4,0.001343548886452251,5.00247641676051E-4,4.3456081756941133E-4,3.244614750667579E-5,7.461016190405134E-4,5.459097832443074E-4,3.7272325664806916E-4,1.7761894696831102E-5
toiv,2.6069480901889334E-6,4.7021140234438E-6,5.188641479649358E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.721239054309445E-5,1.7761894696831102E-5
toivnf,2.6069480901889334E-6,4.7021140234438E-6,4.157785556540214E-4,3.818684287603444E-6,3.9149623204451475E-6,3.244614750667579E-5,2.4787429204003767E-6,4.9181061553541216E-6,6.110217322099495E-6,1.7761894696831102E-5
told,5.239965661279757E-4,0.001415336321056584,0.0014466344787631654,0.0016458529279570842,0.0012567029048628922,3.244614750667579E-5,0.001960685650036698,0.001578712075868673,0.0022668906264989128,1.7761894696831102E-5
toler,1.0688487169774627E-4,4.7021140234438E-6,3.4361864103638136E-6,3.818684287603444E-6,7.086081800005716E-4,3.244614750667579E-5,5.205360132840791E-5,1.0328022926243655E-4,6.110217322099495E-6,1.7761894696831102E-5
tom,2.6069480901889334E-6,3.338500956645098E-4,0.0014809963428668036,8.439292275603611E-4,4.306458552489662E-5,3.244614750667579E-5,3.4950275177645306E-4,4.9181061553541216E-6,6.110217322099495E-6,1.9538084166514214E-4
tomorrow,1.8509331440341427E-4,4.7021140234438E-6,0.006360381045583418,1.1837921291570675E-4,4.737104407738628E-4,3.244614750667579E-5,2.0077817655243048E-4,5.950908447978486E-4,6.110217322099495E-6,1.7761894696831102E-5
